10^4 m3	m3/s
Storage	Release
284204.0022	907.3283985
284005.8296	869.7236262
282772.7555	1190.411914
283254.7309	1187.551912
285092.1091	1167.673486
284803.4132	1088.697801
287763.7696	1039.511438
296681.5375	1059.446498
298225.3267	1688.080493
303147.8367	2151.853806
310543.8346	2381.673333
308251.3933	2913.463712
305065.9519	3373.470885
297085.2225	3169.249787
291453.2055	2660.027935
284311.6515	2314.420823
279665.6045	2163.40708
280022.8046	1817.120363
278474.1223	2178.868078
276810.4509	1664.435926
277975.0208	1808.738576
280783.6896	1522.030504
280521.906	1484.029296
279146.9305	2356.896092
288943.019	2698.114094
306299.026	3303.046888
315877.3693	4464.972054
322076.9917	4974.222223
317665.816	5445.216332
304787.0423	5639.413266
300407.6721	4753.690622
298384.3541	3954.815746
293033.6934	3732.641767
285331.8735	3129.889371
285830.9749	2280.185755
288695.9149	1939.817259
292103.9946	1982.887183
294303.4661	2518.55697
318933.1421	2716.774896
338346.7191	3026.136445
350978.3887	3431.407153
360701.0799	3479.65906
363524.4281	4085.044923
360887.0197	4238.8054
353635.3697	4669.306419
341852.6619	4987.785992
328712.1046	4891.225546
316207.657	4793.75896
302824.8887	4399.645089
289121.619	3855.423614
278104.6893	3620.252203
270478.7134	3274.248655
273116.1218	2543.164309
277850.2455	2590.283542
281378.2074	2708.506377
286601.6462	2467.586646
288825.5834	2570.121947
289336.9177	2630.43683
288994.3971	2753.473529
287127.66	2838.424069
283580.1254	2816.620097
279925.9202	2767.235516
279901.2098	2424.998108
280196.0221	2157.035789
278988.3924	2119.515967
275294.5527	2073.501092
270084.3254	2035.868003
268614.6674	1715.349616
268523.1655	1674.091971
267316.5145	1744.034582
271473.0017	927.4050427
273524.9446	974.2694238
273841.2868	915.5686009
271380.0318	1274.541265
268999.7584	1513.931886
263785.8613	1553.433887
263517.2273	1013.771425
263700.4758	770.2465441
265885.5124	666.8900541
270334.8547	1664.209391
278675.9647	2352.195496
285597.0823	2925.130253
287866.7704	3291.125495
288796.9585	3253.832208
291018.2044	3169.957709
293315.2942	3283.819749
294769.7834	3665.275989
291122.1839	4025.607862
291163.531	3773.333076
290043.978	3597.65536
288219.5666	3203.003469
282145.9428	3267.424295
277727.4274	3222.57041
277571.0912	2627.916631
280097.6698	2193.734422
282463.753	2296.382991
283885.2134	2361.738273
282299.3431	2461.668425
282900.2221	2682.539828
283393.4517	2362.106392
282037.8042	2414.492558
278618.4702	2396.313143
273806.5454	2178.641543
273381.5752	2060.531976
272824.9793	2128.718943
271191.4008	2037.05731
270016.7999	1729.451406
270589.0539	1797.411837
272372.8521	1968.615492
276361.2596	2045.892166
277828.2263	2228.309292
278793.1557	2351.600842
279289.3212	2380.512342
280182.3213	2319.149736
282283.9297	2664.501997
284944.5806	2902.844895
288966.5062	2935.409268
295728.3517	3421.382989
315142.1733	5068.828807
348721.6674	6639.960724
363252.1242	7370.280514
371619.4126	7904.16634
367677.9794	7937.325367
346443.9056	7506.909299
333885.3886	6170.127605
327180.793	5065.770588
320315.9466	4700.369999
313261.0014	4437.249861
306474.4454	4203.012906
298930.1851	4394.916175
291705.2028	4332.166043
287964.3888	3904.978096
283162.7396	3222.825261
276504.6289	2837.461296
276660.4758	2759.844819
276941.5873	2405.629385
276825.6196	2250.707918
271719.8611	2206.590271
269848.4755	1716.000903
269123.3105	1719.908628
270452.0457	1688.391978
270138.3947	1617.599862
268427.9937	1624.197687
266135.3078	1743.836364
264751.28	1508.2402
269304.1124	1239.088573
274322.7729	1296.033752
271596.7984	1309.88069
269569.3212	791.7673476
272585.9489	754.6156448
274876.6776	1271.08661
275315.5932	1407.941929
279555.5086	1122.6497
282093.8308	1138.308916
280912.6241	1455.599182
281575.4014	756.1164377
281521.0874	778.8265487
284127.1797	686.0605592
288158.6469	559.6258392
290040.0635	494.9784784
291845.6363	427.0463635
293922.2896	278.2979683
294866.9124	77.87132813
297710.5672	325.7286863
304551.9264	177.7731629
313660.0378	-168.9666236
318323.7002	422.4024006
320149.8241	976.27992
327020.2976	309.729668
336544.5716	200.5682244
349439.982	259.0991463
357472.3342	746.460393
361087.6388	937.4292064
362815.6552	1076.40829
364297.546	1469.531071
357538.147	1679.557122
349383.9554	1829.381557
349603.9025	1296.203653
351554.8019	930.3499948
351356.3846	1219.71985
351376.6912	1137.770896
350121.3533	1356.263684
350218.9716	970.7015012
352652.3357	655.0536122
353240.2478	829.0040008
352648.4211	988.1163618
350763.5793	1286.774143
347846.2827	1254.662839
347577.404	876.2081841
346222.2458	401.3913004
344143.3906	490.2212482
346613.9426	628.0959743
349666.0456	957.0527811
349613.1995	998.1688424
349857.8571	958.8933761
350795.1402	821.8964723
350582.7774	479.913916
349540.0469	469.3234154
349744.336	599.2411076
350175.1779	850.0717347
351051.052	821.7548881
351362.0117	1007.881521
354274.4153	840.047571
352624.934	568.14921
349373.9244	571.8020832
351465.0126	775.6833787
354308.178	1223.995694
354909.3016	1302.093557
355396.4148	1314.383068
353252.7253	1577.616474
353990.3678	1373.140525
353541.4212	1081.307104
351333.3868	1216.803215
351578.0443	1166.65408
351356.3846	789.473683
350106.9185	903.3074063
349217.5883	654.4023247
347918.212	582.3925839
346176.4948	623.536962
346958.1757	902.5994851
346909.2442	914.5208775
348598.6046	909.4238451
346863.0039	791.3992286
349559.8642	666.9466878
351116.1309	694.2724447
353501.542	440.3269645
354174.8396	851.1477749
353379.4579	908.6309734
352878.6439	852.1388645
353497.1382	844.4366822
353692.8642	962.4896157
354364.2046	803.320621
357895.5917	846.6453963
352342.3545	1020.227666
351726.3068	1047.241938
349485.9776	1124.688513
348960.6978	863.4372863
349457.842	702.3144292
348847.1767	534.9618658
347590.8602	511.9969032
345700.1466	534.4238457
345836.1762	645.2843001
345416.3438	317.7150188
346754.1313	168.4852372
349549.3439	340.1136444
352840.4773	156.6771122
351846.6783	343.0869133
353479.7675	873.8578858
350704.8615	1330.778522
348496.8271	1303.254548
348051.5503	1051.036395
347444.3103	1167.220417
344875.406	1237.531147
343151.0595	1233.057085
340974.8306	1345.871402
339701.388	1388.346672
336332.2088	1125.622969
335571.8131	828.7491492
334778.6333	1165.493089
335649.6142	996.21498
334591.4703	754.9271301
333951.9355	1052.33897
331272.9352	1160.735859
328544.7588	1160.735859
326724.262	982.537943
325721.6553	904.1285948
328593.935	539.6058287
329259.4035	687.3065005
328758.3449	1045.033223
328253.3717	1031.582721
327575.4256	1128.511287
327050.1458	911.1511728
327554.8744	966.680509
324856.3015	1398.087667
321188.6401	1514.186738
321264.484	861.5117407
321641.0119	1080.259381
320760.7341	1191.629538
319623.8104	1025.183114
318994.3065	1194.206371
318156.599	1385.996373
315004.9204	1231.669559
314016.9932	853.0166867
313074.083	1031.780939
312368.2459	1012.213998
312362.8635	1018.358754
313238.0036	988.5694314
314780.3248	1137.402777
311844.9234	1132.61723
310101.249	963.1409031
307854.5587	1038.123913
307300.8987	1017.509249
305213.7251	1037.331041
303356.2849	1114.126329
301563.4343	1015.980139
298581.0588	970.8714023
296960.4471	960.6207038
296423.1791	914.2093922
295536.2955	809.7202283
295837.4689	673.0914435
296773.0394	545.0992969
296047.8744	534.3388952
295979.1257	492.9396655
296802.643	427.4711162
294423.8376	535.3299848
292819.618	590.8876378
292330.3029	368.0057383
290652.9307	451.0590494
290566.5666	450.2378608
287966.5907	582.1377322
285964.558	514.5171026
287514.2189	519.3309665
287150.9024	777.6372411
287045.6997	795.3635871
288567.225	584.6012979
289813.5106	579.0228791
292576.9177	535.0751332
293175.3501	924.6016749
294766.8475	1226.600844
292779.4942	1342.218528
289534.601	1056.161744
288009.8951	1025.268065
285667.299	880.0592752
283676.2758	586.9232793
282508.5253	742.8075198
282313.0439	809.408743
282198.0549	844.8331181
281312.3945	790.1532873
281291.1093	502.5673933
279029.4949	540.1721656
277488.8863	465.7838096
276409.9465	610.1147767
276001.8577	553.1412813
275541.9015	485.7188696
278560.9757	685.8340245
280243.4857	515.9329449
278921.1116	686.1738266
276439.7947	658.9896539
275082.9239	902.8543367
276596.1309	766.1406014
278193.5	933.0967289
277743.8195	997.2343864
276372.2692	846.3339109
275748.6371	535.8680049
275255.8968	544.6179105
275440.8579	772.3986245
276341.9317	977.9222971
275737.3828	903.8454264
275746.6798	803.3489378
277686.8142	637.8369695
275498.3524	575.6248575
273041.5012	526.1270097
272932.6286	606.2636855
271760.9636	579.1078297
273532.529	596.2961555
275661.0497	720.8902805
277834.3427	677.6221389
275829.3741	542.6640481
275307.7642	392.2732758
274774.4107	487.3329298
276589.5251	394.453673
277813.7915	562.7690092
279345.3478	509.0519512
280417.4372	375.7645543
279803.3467	407.4794225
279362.9631	316.2991764
278828.631	463.5467787
278411.7346	515.366608
278018.3252	421.3546773
279254.0905	440.610133
279743.6503	692.9132361
278846.2464	517.9151242
277149.5462	460.9982625
279856.9268	335.5546321
280538.5427	677.9336243
279640.4048	1288.020084
279721.1418	1423.034809
279930.324	965.9725878
279699.8566	584.034961
279395.5026	504.8893747
279050.5355	773.1065457
275737.3828	785.7641761
279292.9911	999.3581499
277223.1882	1353.432
276388.1719	1229.177677
277948.5978	723.4954304
277946.1512	580.4104046
277934.6523	619.4310192
278744.2242	746.092274
278559.0184	613.2862635
278298.9474	559.3993044
277696.1112	640.4421194
281706.5379	847.438268
277938.0775	1009.722116
278936.0357	993.0151763
279665.6045	969.4272431
279438.073	1009.297363
279002.5826	818.2152823
279995.8922	564.0715841
278571.9853	610.5112125
277639.84	456.4675671
276756.6262	546.3169213
276918.1002	450.8041977
274755.3274	366.1368264
274248.8863	449.9546923
273776.6972	368.1190057
273370.5657	295.9110469
274065.3931	289.9645091
278371.3661	455.9012301
274518.0096	414.9267531
274050.7137	474.7885668
276340.7084	357.1603861
278175.64	324.5110619
281918.9006	352.2615716
279770.8073	240.693196
281023.454	372.6497012
281419.7992	361.606131
282679.7856	609.3785387
288972.3779	606.2636855
329194.08	1813.722341
343168.9195	3858.651735
342099.766	4903.656641
331922.0117	5461.498519
320533.2025	4453.305513
320819.4519	2793.117114
319405.3312	2258.381783
311556.7168	2334.724002
303027.9545	2202.569278
294875.9647	2193.507888
289552.2163	2173.091441
287685.4792	1931.577057
283834.5693	1493.855242
277045.3221	1426.376197
277407.4153	1514.469906
277515.0646	1056.55818
277622.714	655.3367807
279775.7004	1125.453068
277091.8071	1467.29404
275623.8617	1527.580606
275917.4508	1425.639959
275902.7713	1290.908402
275401.2234	806.4921078
280600.1964	1040.700746
285028.4982	1436.966697
312004.4402	1813.09937
330011.2362	3256.918744
339973.6919	4290.228793
340991.4673	4746.61141
334742.9133	4839.00928
330674.2582	4255.795508
320697.1231	4208.81786
309866.1331	3898.29532
302876.2668	3715.425124
298868.776	2954.381555
299340.9651	2317.847161
299164.8117	1396.954993
297386.1513	1428.641544
290944.3178	2085.309217
297965.9897	2362.389561
288617.6245	2993.203952
286391.2407	2227.488103
289114.2793	1683.889599
287563.1504	1809.106695
282175.7911	1898.304762
280695.6129	2000.953331
275677.6864	2078.683075
272460.4396	2101.931206
267833.9652	1997.158873
271352.1408	1650.758889
273644.5821	1550.234084
277035.5358	1264.715319
285326.9804	1808.398774
292595.7563	1531.233479
291460.5453	2045.665631
291081.3261	2129.540131
290080.6767	2306.18062
283066.3446	2056.624251
282782.5418	1393.896773
280169.5991	1506.116437
278001.9332	1664.322658
277409.8619	1674.601674
273556.5054	1923.903191
269380.2009	1900.286941
268712.2858	1168.862794
267799.7131	843.6438105
268714.7324	860.4357005
271180.8805	811.0228032
273671.4944	432.5964654
277135.8454	307.2944192
279149.3771	421.0998257
281498.0896	365.7687074
285072.5365	462.0459858
290058.6575	890.4515579
288191.9203	1401.457372
287925.2436	1406.865889
282479.1664	1816.299174
277720.577	1863.84316
277583.5688	928.3111818
281471.1773	383.8065387
284822.9858	1348.533185
285791.8297	1860.78494
285904.3722	1922.232497
285733.1119	1701.729213
278168.3003	1653.222455
