10^4 m3	m3/s
Storage	Release
353495.9149	273.4841044
354731.4356	288.9451026
355673.3672	383.6932713
354352.2164	512.1951212
354251.9068	512.0535369
354273.9259	454.9667742
353334.4409	399.0410022
352796.1943	398.0782294
352304.4326	397.964962
352289.7532	396.3225849
354949.1808	398.0782294
358883.2743	398.2198136
358858.8085	650.9476695
354724.0958	894.5858175
352972.3477	863.0691673
355585.2904	1113.928111
356480.7371	1535.707541
356001.2083	1165.011702
353828.6492	692.4601666
355822.6083	566.3369318
355164.4794	601.1383363
355000.5589	545.0992969
357659.9865	656.1296524
359773.8278	994.4027018
359778.7209	1113.67326
362628.9814	1063.778976
368662.2368	1202.758059
360502.9073	2349.250544
358675.3154	1754.936568
357567.0166	1576.313899
356862.4029	1554.113492
355494.7671	1385.40172
354699.6301	993.6947806
353004.1532	693.7627415
352067.1148	654.8270774
350046.2434	612.2385402
348338.5337	538.3882043
348181.9528	510.184625
346285.8568	425.2340853
344284.558	426.1685412
344668.6703	428.1790373
346332.3417	429.5948796
347885.9172	428.0657699
348534.2597	428.5188395
348712.8597	426.5366602
346711.5609	427.4711162
345456.4677	425.6871548
346902.3938	428.2923047
344291.8977	512.4216559
344353.0621	428.5188395
345808.7745	424.4128967
347413.7281	424.9792337
346192.8869	424.6394315
343853.9607	423.8182429
341282.6098	539.917314
340516.8316	539.917314
339190.7877	511.7137348
341916.2728	510.0713577
341280.1632	511.8270022
341341.3276	510.4111598
338393.204	509.7032387
337739.9684	509.7032387
336350.3135	511.8270022
336802.9299	513.6109635
339114.9438	513.6109635
340619.5878	512.5349233
337634.7656	513.4693793
333287.2009	513.2428445
333223.5899	512.9030423
331496.3076	509.7032387
331224.7377	510.184625
331953.8172	510.8925462
332151.9898	509.9297734
332558.1214	510.5244272
328347.5648	509.7032387
327833.784	509.7032387
326701.0195	509.7032387
325311.3646	512.4216559
325120.5317	512.5349233
324574.9453	509.7032387
322813.4109	424.7526989
319520.3203	424.7526989
317049.2789	424.7526989
315326.8898	424.7526989
315603.3528	424.7526989
316466.994	424.7526989
318018.1229	424.7526989
315618.0323	424.7526989
315297.5309	424.7526989
314465.6952	467.001434
314042.4376	510.184625
314194.1253	509.7032387
316077.9885	509.7032387
317521.468	509.7032387
318106.1996	509.7032387
317352.6543	509.7032387
316077.9885	509.7032387
313854.0513	509.7032387
312364.0868	509.2218523
311302.273	509.7032387
311116.3332	510.6376946
309367.0317	509.7032387
307654.4288	509.7032387
308540.0892	509.7032387
306678.2452	509.7032387
304628.0149	509.7032387
304892.245	509.7032387
304048.1765	509.7032387
302152.0804	509.7032387
300879.8611	509.7032387
299340.9651	509.7032387
297780.0499	509.7032387
298093.2116	509.7032387
298577.6335	649.9848967
298575.187	1527.580606
298098.1047	1400.381331
295360.3867	1358.27418
292461.1947	1355.074377
290058.6575	1105.772859
290303.315	766.9051563
291482.5645	707.9211648
294594.6086	566.3369318
292891.792	707.9211648
291861.7837	707.9211648
289143.6382	707.9211648
288509.9752	707.9211648
287086.0682	707.9211648
287768.6628	707.9211648
290611.5836	557.3604915
291526.6028	558.7763338
290110.0356	566.3369318
288891.6409	837.3574706
287878.7587	853.7529247
287240.2024	868.3927344
287895.8847	880.8804638
288779.0985	720.3239436
286528.249	583.9216936
284074.3337	576.6159472
281740.3006	568.1208932
282175.7911	518.7929464
281228.9663	509.7032387
283403.972	509.7032387
284096.3529	509.7032387
281515.2157	696.4811588
283440.6706	725.1378075
281490.7499	746.1489077
278620.9168	779.3079351
275621.4152	701.6631417
276781.092	141.584233
279132.2511	141.584233
280600.1964	141.584233
280908.4649	147.8422561
280013.0183	509.7032387
282623.5144	509.7032387
281918.9006	707.9211648
283572.7857	711.6873054
284480.4652	713.4712667
280954.9499	688.9205607
278608.6839	566.3369318
279239.9004	692.3468992
278865.5743	698.3783875
280959.843	693.2813551
282677.339	672.8932256
287673.2463	692.5734339
288661.6628	920.524049
287416.3559	1108.831079
284964.8872	1205.589744
284556.3091	959.4597131
284749.5885	1066.837195
284725.1228	1080.400965
285177.7393	1085.016611
284204.0022	768.5758502
284005.8296	763.252283
282772.7555	938.1088107
283254.7309	936.94782
285092.1091	934.3426701
284803.4132	990.1551748
287763.7696	1003.832212
296681.5375	996.8662674
298225.3267	1656.648793
303147.8367	2576.606505
310543.8346	2806.426032
308251.3933	2800.196326
305065.9519	2722.183413
297085.2225	2517.962316
291453.2055	2291.908929
284311.6515	2257.787129
279665.6045	2135.090233
280022.8046	1618.902437
278474.1223	1244.41214
276810.4509	1211.36638
277975.0208	1157.451104
280783.6896	1153.911499
280521.906	1314.128217
279146.9305	1903.826547
288943.019	1961.876082
306299.026	2906.611035
315877.3693	4691.506827
322076.9917	5483.925462
317665.816	5954.919571
304787.0423	5780.997499
300407.6721	4498.839002
298384.3541	3445.112507
293033.6934	3440.978247
285331.8735	2898.823902
285830.9749	2021.936114
288695.9149	1639.658685
292103.9946	1645.916708
294303.4661	2209.903342
318933.1421	2640.31941
338346.7191	3490.532729
350978.3887	4082.694625
360701.0799	3912.906813
363524.4281	3882.013133
360887.0197	3913.161664
353635.3697	4456.363732
341852.6619	5015.140066
328712.1046	5010.43947
316207.657	4765.951816
302824.8887	4207.656869
289121.619	3618.411608
278104.6893	3472.721432
270478.7134	3063.288147
273116.1218	2265.942381
277850.2455	2258.976437
281378.2074	2646.209314
286601.6462	2637.487725
288825.5834	2706.042811
289336.9177	2720.767571
288994.3971	2721.475492
287127.66	2691.176466
283580.1254	2681.831907
279925.9202	2659.065162
279901.2098	2127.671219
280196.0221	1698.302874
278988.3924	1708.921692
275294.5527	1634.58997
270084.3254	1560.14498
268614.6674	1557.907949
268523.1655	1556.01072
267316.5145	1526.278031
271473.0017	1123.357621
273524.9446	1119.818015
273841.2868	1238.380652
271380.0318	1252.199273
268999.7584	1255.965414
263785.8613	1284.990181
263517.2273	1001.113794
263700.4758	893.9911638
265885.5124	878.4168981
270334.8547	1293.258701
278675.9647	1825.502149
285597.0823	2378.615114
287866.7704	2620.016231
288796.9585	2472.287242
291018.2044	2314.788942
293315.2942	2292.730118
294769.7834	2609.057611
291122.1839	2966.5578
291163.531	2980.461371
290043.978	3014.32832
288219.5666	2676.310122
282145.9428	2366.948573
277727.4274	2341.916481
277571.0912	1976.62916
280097.6698	1525.456843
282463.753	1543.154872
283885.2134	1546.213091
282299.3431	1541.370911
282900.2221	1538.539226
283393.4517	1529.591102
282037.8042	1539.501999
278618.4702	1552.471114
273806.5454	1558.502603
273381.5752	1547.997053
272824.9793	1553.886957
271191.4008	1555.670918
270016.7999	1267.886806
270589.0539	1284.876914
272372.8521	1272.021066
276361.2596	1292.664047
277828.2263	1528.883181
278793.1557	1530.412291
279289.3212	1545.165368
280182.3213	1546.099824
282283.9297	1919.768932
284944.5806	2376.151548
288966.5062	2388.894129
295728.3517	2939.996597
315142.1733	4573.283992
348721.6674	6257.683295
363252.1242	7370.280514
371619.4126	7555.869127
367677.9794	7549.384569
346443.9056	6951.899106
333885.3886	5671.751105
327180.793	4666.503051
320315.9466	4529.053078
313261.0014	4519.368716
306474.4454	4396.416968
298930.1851	4311.947815
291705.2028	4235.605596
287964.3888	3711.857202
283162.7396	2758.428977
276504.6289	2319.263003
276660.4758	2295.448535
276941.5873	1788.32213
276825.6196	1491.816429
271719.8611	1518.490898
269848.4755	1299.743259
269123.3105	1266.839083
270452.0457	1187.183793
270138.3947	1099.401569
268427.9937	1105.999394
266135.3078	1185.994486
264751.28	1117.467717
269304.1124	1087.027107
274322.7729	1064.118778
271596.7984	1015.385485
269569.3212	881.2485828
272585.9489	805.0196318
274876.6776	936.94782
275315.5932	1104.951671
279555.5086	1172.204182
282093.8308	1187.297061
280912.6241	1204.99509
281575.4014	712.5084939
281521.0874	751.5857422
284127.1797	744.3932632
288158.6469	648.823906
290040.0635	566.3369318
291845.6363	473.4859919
293922.2896	393.8307024
294866.9124	445.9903338
297710.5672	407.2812045
304551.9264	417.3336851
313660.0378	623.905081
318323.7002	1008.561125
320149.8241	1172.798835
327020.2976	601.3931879
336544.5716	574.3505994
349439.982	576.2478281
357472.3342	711.3475032
361087.6388	853.0450036
362815.6552	1066.497393
364297.546	1143.887335
357538.147	1158.527145
349383.9554	1163.935662
349603.9025	1007.371818
351554.8019	889.8569042
351356.3846	965.7177362
351376.6912	1023.654004
350121.3533	1033.451633
350218.9716	791.4558622
352652.3357	774.8338733
353240.2478	746.0356403
352648.4211	802.0746797
350763.5793	983.7838843
347846.2827	971.4943729
347577.404	758.4101023
346222.2458	576.9557493
344143.3906	566.1103971
346613.9426	697.1890799
349666.0456	797.3457663
349613.1995	907.5549333
349857.8571	891.4992813
350795.1402	894.1044311
350582.7774	571.660499
349540.0469	574.9452532
349744.336	719.0213687
350175.1779	808.4459702
351051.052	775.8815966
351362.0117	805.9824045
354274.4153	801.2534912
352624.934	751.9255444
349373.9244	752.746733
351465.0126	907.0735469
354308.178	915.3420661
354909.3016	919.8161278
355396.4148	917.947216
353252.7253	912.1705793
353990.3678	869.1006556
353541.4212	906.0258236
351333.3868	786.3871467
351578.0443	849.5053978
351356.3846	849.5053978
350106.9185	849.5053978
349217.5883	849.5053978
347918.212	731.0560285
346176.4948	707.9211648
346958.1757	947.9064397
346909.2442	870.6297653
348598.6046	870.6297653
346863.0039	868.1378828
349559.8642	906.5072099
351116.1309	867.5715459
353501.542	865.0796634
354174.8396	867.4299617
353379.4579	863.8903558
352878.6439	851.4026265
353497.1382	847.7497533
353692.8642	976.5914053
354364.2046	853.158271
357895.5917	844.4366822
352342.3545	970.6731843
351726.3068	996.2716136
349485.9776	1005.474589
348960.6978	873.093331
349457.842	859.1897593
348847.1767	713.3579993
347590.8602	571.1791126
345700.1466	743.685342
345836.1762	723.7219652
345416.3438	579.0795128
346754.1313	581.9111975
349549.3439	579.6741666
352840.4773	578.5981264
351846.6783	583.2137724
353479.7675	947.1985185
350704.8615	1091.501169
348496.8271	1148.361397
348051.5503	1144.481989
347444.3103	1155.553876
344875.406	1079.239974
343151.0595	1068.253038
340974.8306	972.0890267
339701.388	960.762288
336332.2088	956.2882263
335571.8131	956.1749589
334778.6333	1124.999998
335649.6142	988.8525998
334591.4703	985.4262614
333951.9355	862.6160977
331272.9352	927.9713797
328544.7588	947.7931723
326724.262	932.700293
325721.6553	938.1088107
328593.935	724.7980054
329259.4035	719.0213687
328758.3449	889.8569042
328253.3717	890.5648253
327575.4256	1028.26965
327050.1458	995.8185441
327554.8744	1020.482517
324856.3015	1260.467792
321188.6401	1280.855922
321264.484	951.5593129
321641.0119	1017.395981
320760.7341	1016.348258
319623.8104	1006.18251
318994.3065	1042.428074
318156.599	1017.877368
315004.9204	1002.303102
314016.9932	855.9899556
313074.083	861.3135228
312368.2459	866.3822383
312362.8635	852.7052014
313238.0036	868.5060018
314780.3248	855.6501535
311844.9234	852.5636172
310101.249	917.8339486
307854.5587	899.6545331
307300.8987	930.5765296
305213.7251	924.9131602
303356.2849	942.2430703
301563.4343	936.6929684
298581.0588	877.708977
296960.4471	877.9355117
296423.1791	724.2033516
295536.2955	739.7776172
295837.4689	729.1587997
296773.0394	700.8419532
296047.8744	664.0300526
295979.1257	665.6724297
296802.643	588.8771417
294423.8376	571.29238
292819.618	572.0003012
292330.3029	573.3028761
290652.9307	568.5739627
290566.5666	566.3369318
287966.5907	566.3369318
285964.558	566.3369318
287514.2189	566.3369318
287150.9024	700.6154184
287045.6997	772.7101098
288567.225	725.6191939
289813.5106	581.0900089
292576.9177	583.2137724
293175.3501	893.1699752
294766.8475	923.6105853
292779.4942	914.6341449
289534.601	958.7517919
288009.8951	917.947216
285667.299	705.9106687
283676.2758	580.2688204
282508.5253	716.189684
282313.0439	733.5195941
282198.0549	722.7875093
281312.3945	713.6978015
281291.1093	577.3238683
279029.4949	578.9662454
277488.8863	595.474967
276409.9465	693.6494741
276001.8577	710.8661168
275541.9015	590.7743704
278560.9757	566.3369318
280243.4857	562.0894049
278921.1116	557.6153431
276439.7947	574.605451
275082.9239	848.2028228
276596.1309	755.4651502
278193.5	751.5857422
277743.8195	767.867929
276372.2692	756.2863388
275748.6371	603.2620998
275255.8968	604.9327937
275440.8579	756.7677252
276341.9317	756.7677252
275737.3828	707.326511
275746.6798	710.7528495
277686.8142	565.6290107
275498.3524	566.3369318
273041.5012	566.3369318
272932.6286	566.3369318
271760.9636	563.9866336
273532.529	625.4625075
275661.0497	564.5812874
277834.3427	566.3369318
275829.3741	566.3369318
275307.7642	589.9248651
274774.4107	566.3369318
276589.5251	566.3369318
277813.7915	566.3369318
279345.3478	566.8183182
280417.4372	566.3369318
279803.3467	566.3369318
279362.9631	566.3369318
278828.631	566.3369318
278411.7346	566.3369318
278018.3252	566.3369318
279254.0905	566.3369318
279743.6503	566.3369318
278846.2464	566.3369318
277149.5462	566.3369318
279856.9268	566.3369318
280538.5427	793.4663584
279640.4048	1108.491277
279721.1418	1091.727704
279930.324	849.8735168
279699.8566	587.5745668
279395.5026	566.3369318
279050.5355	791.8239813
275737.3828	797.600618
279292.9911	984.3785381
277223.1882	1007.966471
276388.1719	1031.809256
277948.5978	566.3369318
277946.1512	566.3369318
277934.6523	717.1241399
278744.2242	722.0795881
278559.0184	723.1556283
278298.9474	734.1142479
277696.1112	728.2243438
281706.5379	866.6087731
277938.0775	906.3656257
278936.0357	919.1082067
279665.6045	862.9558999
279438.073	849.0240114
279002.5826	865.7875846
279995.8922	587.8011016
278571.9853	566.3369318
277639.84	566.3369318
276756.6262	566.3369318
276918.1002	566.3369318
274755.3274	566.3369318
274248.8863	509.7032387
273776.6972	509.7032387
273370.5657	509.7032387
274065.3931	509.7032387
278371.3661	467.8226225
274518.0096	513.4693793
274050.7137	701.3233395
276340.7084	547.4495952
278175.64	509.7032387
281918.9006	509.7032387
279770.8073	509.7032387
281023.454	509.7032387
281419.7992	509.7032387
282679.7856	509.7032387
288972.3779	424.7526989
329194.08	1631.645017
343168.9195	4798.771041
342099.766	6209.063269
331922.0117	6036.330505
320533.2025	3966.255752
320819.4519	2062.542472
319405.3312	1700.539905
311556.7168	1901.476249
303027.9545	1709.856148
294875.9647	1508.2402
289552.2163	1516.1406
287685.4792	1529.477835
283834.5693	1539.728533
277045.3221	1545.873289
277407.4153	1021.756776
277515.0646	850.6947053
277622.714	766.3388193
279775.7004	891.2727465
277091.8071	974.5809092
275623.8617	1216.095294
275917.4508	1040.530845
275902.7713	1027.561729
275401.2234	971.8624919
280600.1964	1126.78396
285028.4982	1139.639808
312004.4402	1405.33678
330011.2362	3792.107145
339973.6919	5553.160151
340991.4673	5536.65143
334742.9133	4295.325826
330674.2582	3610.171406
320697.1231	3537.708595
309866.1331	3476.374306
302876.2668	3401.108127
298868.776	2402.203047
299340.9651	1556.123988
299164.8117	1057.152834
297386.1513	1241.467188
290944.3178	1544.457447
297965.9897	2105.838931
288617.6245	2794.986026
286391.2407	2018.509776
289114.2793	1415.729062
287563.1504	1418.334212
282175.7911	1416.91837
280695.6129	1431.784714
275677.6864	1421.732234
272460.4396	1447.812049
267833.9652	1442.14868
271352.1408	1129.728912
273644.5821	978.2337824
277035.5358	936.2398989
285326.9804	1474.259984
292595.7563	1365.579927
291460.5453	1538.794078
291081.3261	1557.53983
290080.6767	1558.61587
283066.3446	1456.307103
282782.5418	1126.302573
280169.5991	1129.502377
278001.9332	1344.342292
277409.8619	1096.938003
273556.5054	1366.061313
269380.2009	1379.256964
268712.2858	1062.108282
267799.7131	754.1625753
268714.7324	758.7782213
271180.8805	705.6841339
273671.4944	568.2341606
277135.8454	568.9420817
279149.3771	763.7336694
281498.0896	787.6897216
285072.5365	759.3728751
290058.6575	1124.065542
288191.9203	1347.655363
287925.2436	1530.044172
282479.1664	1346.239521
277720.577	1402.27856
277583.5688	1131.62614
281471.1773	930.3216779
284822.9858	1218.558859
285791.8297	1339.754963
285904.3722	1372.885673
285733.1119	1336.441892
278168.3003	1361.558935
280463.1882	594.172392
281684.0294	568.1208932
281943.3664	698.6049223
282290.7801	567.7527742
