      CROP        SUB        HRU       YEAR      YIELD    BIOMASS
      SWCH         26       1744          5        0.0        0.0
      SWCH         26       1744          6        0.0        0.0
      SWCH         26       1744          7        0.0        0.0
      SWCH         26       1744          8        0.0        0.0
      SWCH         26       1744          9        0.0        0.0
      SWCH         26       1744         10        0.0        0.0
      SWCH         26       1745          1        6.3    16245.5
      SWCH         26       1745          2        0.0        0.0
      SWCH         26       1745          3        0.0        0.0
      SWCH         26       1745          4        0.0        0.0
      SWCH         26       1745          5        0.0        0.0
      SWCH         26       1745          6        0.0        0.0
      SWCH         26       1745          7        0.0        0.0
      SWCH         26       1745          8        0.0        0.0
      SWCH         26       1745          9        0.0        0.0
      SWCH         26       1745         10        0.0        0.0
      SWCH         26       1746          1        6.3    16244.2
      SWCH         26       1746          2        0.0        0.0
      SWCH         26       1746          3        0.0        0.0
      SWCH         26       1746          4        0.0        0.0
      SWCH         26       1746          5        0.0        0.0
      SWCH         26       1746          6        0.0        0.0
      SWCH         26       1746          7        0.0        0.0
      SWCH         26       1746          8        0.0        0.0
      SWCH         26       1746          9        0.0        0.0
      SWCH         26       1746         10        0.0        0.0
      SWCH         26       1747          1        6.3    16244.5
      SWCH         26       1747          2        0.0        0.0
      SWCH         26       1747          3        0.0        0.0
      SWCH         26       1747          4        0.0        0.0
      SWCH         26       1747          5        0.0        0.0
      SWCH         26       1747          6        0.0        0.0
      SWCH         26       1747          7        0.0        0.0
      SWCH         26       1747          8        0.0        0.0
      SWCH         26       1747          9        0.0        0.0
      SWCH         26       1747         10        0.0        0.0
      SWCH         26       1748          1        2.3     6435.3
      SWCH         26       1748          2        0.0        0.0
      SWCH         26       1748          3        0.0        0.0
      SWCH         26       1748          4        0.0        0.0
      SWCH         26       1748          5        0.0        0.0
      SWCH         26       1748          6        0.0        0.0
      SWCH         26       1748          7        0.0        0.0
      SWCH         26       1748          8        0.0        0.0
      SWCH         26       1748          9        0.0        0.0
      SWCH         26       1748         10        0.0        0.0
      SWCH         26       1749          1        2.3     6432.4
      SWCH         26       1749          2        0.0        0.0
      SWCH         26       1749          3        0.0        0.0
      SWCH         26       1749          4        0.0        0.0
      SWCH         26       1749          5        0.0        0.0
      SWCH         26       1749          6        0.0        0.0
      SWCH         26       1749          7        0.0        0.0
      SWCH         26       1749          8        0.0        0.0
      SWCH         26       1749          9        0.0        0.0
      SWCH         26       1749         10        0.0        0.0
      SWCH         26       1750          1        2.3     6435.5
      SWCH         26       1750          2        0.0        0.0
      SWCH         26       1750          3        0.0        0.0
      SWCH         26       1750          4        0.0        0.0
      SWCH         26       1750          5        0.0        0.0
      SWCH         26       1750          6        0.0        0.0
      SWCH         26       1750          7        0.0        0.0
      SWCH         26       1750          8        0.0        0.0
      SWCH         26       1750          9        0.0        0.0
      SWCH         26       1750         10        0.0        0.0
      SWCH         26       1751          1        2.3     6434.8
      SWCH         26       1751          2        0.0        0.0
      SWCH         26       1751          3        0.0        0.0
      SWCH         26       1751          4        0.0        0.0
      SWCH         26       1751          5        0.0        0.0
      SWCH         26       1751          6        0.0        0.0
      SWCH         26       1751          7        0.0        0.0
      SWCH         26       1751          8        0.0        0.0
      SWCH         26       1751          9        0.0        0.0
      SWCH         26       1751         10        0.0        0.0
      SWCH         28       1900          1       24.2    10967.7
      SWCH         28       1900          2        0.0        0.0
      SWCH         28       1900          3        0.0        0.0
      SWCH         28       1900          4        0.0        0.0
      SWCH         28       1900          5        0.0        0.0
      SWCH         28       1900          6        0.0        0.0
      SWCH         28       1900          7        0.0        0.0
      SWCH         28       1900          8        0.0        0.0
      SWCH         28       1900          9        0.0        0.0
      SWCH         28       1900         10        0.0        0.0
      SWCH         28       1901          1       24.4    10995.2
      SWCH         28       1901          2        0.0        0.0
      SWCH         28       1901          3        0.0        0.0
      SWCH         28       1901          4        0.0        0.0
      SWCH         28       1901          5        0.0        0.0
      SWCH         28       1901          6        0.0        0.0
      SWCH         28       1901          7        0.0        0.0
      SWCH         28       1901          8        0.0        0.0
      SWCH         28       1901          9        0.0        0.0
      SWCH         28       1901         10        0.0        0.0
      SWCH         28       1902          1       24.2    10968.6
      SWCH         28       1902          2        0.0        0.0
      SWCH         28       1902          3        0.0        0.0
      SWCH         28       1902          4        0.0        0.0
      SWCH         28       1902          5        0.0        0.0
      SWCH         28       1902          6        0.0        0.0
      SWCH         28       1902          7        0.0        0.0
      SWCH         28       1902          8        0.0        0.0
      SWCH         28       1902          9        0.0        0.0
      SWCH         28       1902         10        0.0        0.0
      SWCH         28       1903          1       24.3    10971.6
      SWCH         28       1903          2        0.0        0.0
      SWCH         28       1903          3        0.0        0.0
      SWCH         28       1903          4        0.0        0.0
      SWCH         28       1903          5        0.0        0.0
      SWCH         28       1903          6        0.0        0.0
      SWCH         28       1903          7        0.0        0.0
      SWCH         28       1903          8        0.0        0.0
      SWCH         28       1903          9        0.0        0.0
      SWCH         28       1903         10        0.0        0.0
      SWCH         28       1904          1       16.2    24056.2
      SWCH         28       1904          2        0.0        0.0
      SWCH         28       1904          3        0.0        0.0
      SWCH         28       1904          4        0.0        0.0
      SWCH         28       1904          5        0.0        0.0
      SWCH         28       1904          6        0.0        0.0
      SWCH         28       1904          7        0.0        0.0
      SWCH         28       1904          8        0.0        0.0
      SWCH         28       1904          9        0.0        0.0
      SWCH         28       1904         10        0.0        0.0
      SWCH         28       1905          1       16.2    24061.3
      SWCH         28       1905          2        0.0        0.0
      SWCH         28       1905          3        0.0        0.0
      SWCH         28       1905          4        0.0        0.0
      SWCH         28       1905          5        0.0        0.0
      SWCH         28       1905          6        0.0        0.0
      SWCH         28       1905          7        0.0        0.0
      SWCH         28       1905          8        0.0        0.0
      SWCH         28       1905          9        0.0        0.0
      SWCH         28       1905         10        0.0        0.0
      SWCH         28       1906          1       16.2    24079.9
      SWCH         28       1906          2        0.0        0.0
      SWCH         28       1906          3        0.0        0.0
      SWCH         28       1906          4        0.0        0.0
      SWCH         28       1906          5        0.0        0.0
      SWCH         28       1906          6        0.0        0.0
      SWCH         28       1906          7        0.0        0.0
      SWCH         28       1906          8        0.0        0.0
      SWCH         28       1906          9        0.0        0.0
      SWCH         28       1906         10        0.0        0.0
      SWCH         28       1907          1       16.5    24200.2
      SWCH         28       1907          2        0.0        0.0
      SWCH         28       1907          3        0.0        0.0
      SWCH         28       1907          4        0.0        0.0
      SWCH         28       1907          5        0.0        0.0
      SWCH         28       1907          6        0.0        0.0
      SWCH         28       1907          7        0.0        0.0
      SWCH         28       1907          8        0.0        0.0
      SWCH         28       1907          9        0.0        0.0
      SWCH         28       1907         10        0.0        0.0
      SWCH         28       1908          1       20.5    18909.9
      SWCH         28       1908          2        0.0        0.0
      SWCH         28       1908          3        0.0        0.0
      SWCH         28       1908          4        0.0        0.0
      SWCH         28       1908          5        0.0        0.0
      SWCH         28       1908          6        0.0        0.0
      SWCH         28       1908          7        0.0        0.0
      SWCH         28       1908          8        0.0        0.0
      SWCH         28       1908          9        0.0        0.0
      SWCH         28       1908         10        0.0        0.0
      SWCH         28       1909          1       20.5    18903.2
      SWCH         28       1909          2        0.0        0.0
      SWCH         28       1909          3        0.0        0.0
      SWCH         28       1909          4        0.0        0.0
      SWCH         28       1909          5        0.0        0.0
      SWCH         28       1909          6        0.0        0.0
      SWCH         28       1909          7        0.0        0.0
      SWCH         28       1909          8        0.0        0.0
      SWCH         28       1909          9        0.0        0.0
      SWCH         28       1909         10        0.0        0.0
      SWCH         28       1910          1       20.5    18932.9
      SWCH         28       1910          2        0.0        0.0
      SWCH         28       1910          3        0.0        0.0
      SWCH         28       1910          4        0.0        0.0
      SWCH         28       1910          5        0.0        0.0
      SWCH         28       1910          6        0.0        0.0
      SWCH         28       1910          7        0.0        0.0
      SWCH         28       1910          8        0.0        0.0
      SWCH         28       1910          9        0.0        0.0
      SWCH         28       1910         10        0.0        0.0
      SWCH         28       1911          1       20.4    19054.9
      SWCH         28       1911          2        0.0        0.0
      SWCH         28       1911          3        0.0        0.0
      SWCH         28       1911          4        0.0        0.0
      SWCH         28       1911          5        0.0        0.0
      SWCH         28       1911          6        0.0        0.0
      SWCH         28       1911          7        0.0        0.0
      SWCH         28       1911          8        0.0        0.0
      SWCH         28       1911          9        0.0        0.0
      SWCH         28       1911         10        0.0        0.0
      SWCH         29       1984          1       24.4    35289.7
      SWCH         29       1984          2        0.0        0.0
      SWCH         29       1984          3        0.0        0.0
      SWCH         29       1984          4        0.0        0.0
      SWCH         29       1984          5        0.0        0.0
      SWCH         29       1984          6        0.0        0.0
      SWCH         29       1984          7        0.0        0.0
      SWCH         29       1984          8        0.0        0.0
      SWCH         29       1984          9        0.0        0.0
      SWCH         29       1984         10        0.0        0.0
      SWCH         29       1985          1       24.4    35298.5
      SWCH         29       1985          2        0.0        0.0
      SWCH         29       1985          3        0.0        0.0
      SWCH         29       1985          4        0.0        0.0
      SWCH         29       1985          5        0.0        0.0
      SWCH         29       1985          6        0.0        0.0
      SWCH         29       1985          7        0.0        0.0
      SWCH         29       1985          8        0.0        0.0
      SWCH         29       1985          9        0.0        0.0
      SWCH         29       1985         10        0.0        0.0
      SWCH         29       1986          1       25.3    35792.7
      SWCH         29       1986          2        0.0        0.0
      SWCH         29       1986          3        0.0        0.0
      SWCH         29       1986          4        0.0        0.0
      SWCH         29       1986          5        0.0        0.0
      SWCH         29       1986          6        0.0        0.0
      SWCH         29       1986          7        0.0        0.0
      SWCH         29       1986          8        0.0        0.0
      SWCH         29       1986          9        0.0        0.0
      SWCH         29       1986         10        0.0        0.0
      SWCH         29       1987          1       24.4    35331.4
      SWCH         29       1987          2        0.0        0.0
      SWCH         29       1987          3        0.0        0.0
      SWCH         29       1987          4        0.0        0.0
      SWCH         29       1987          5        0.0        0.0
      SWCH         29       1987          6        0.0        0.0
      SWCH         29       1987          7        0.0        0.0
      SWCH         29       1987          8        0.0        0.0
      SWCH         29       1987          9        0.0        0.0
      SWCH         29       1987         10        0.0        0.0
      SWCH         29       1988          1       24.5    34801.2
      SWCH         29       1988          2        0.0        0.0
      SWCH         29       1988          3        0.0        0.0
      SWCH         29       1988          4        0.0        0.0
      SWCH         29       1988          5        0.0        0.0
      SWCH         29       1988          6        0.0        0.0
      SWCH         29       1988          7        0.0        0.0
      SWCH         29       1988          8        0.0        0.0
      SWCH         29       1988          9        0.0        0.0
      SWCH         29       1988         10        0.0        0.0
      SWCH         29       1989          1       24.6    34894.3
      SWCH         29       1989          2        0.0        0.0
      SWCH         29       1989          3        0.0        0.0
      SWCH         29       1989          4        0.0        0.0
      SWCH         29       1989          5        0.0        0.0
      SWCH         29       1989          6        0.0        0.0
      SWCH         29       1989          7        0.0        0.0
      SWCH         29       1989          8        0.0        0.0
      SWCH         29       1989          9        0.0        0.0
      SWCH         29       1989         10        0.0        0.0
      SWCH         29       1990          1       24.5    34818.9
      SWCH         29       1990          2        0.0        0.0
      SWCH         29       1990          3        0.0        0.0
      SWCH         29       1990          4        0.0        0.0
      SWCH         29       1990          5        0.0        0.0
      SWCH         29       1990          6        0.0        0.0
      SWCH         29       1990          7        0.0        0.0
      SWCH         29       1990          8        0.0        0.0
      SWCH         29       1990          9        0.0        0.0
      SWCH         29       1990         10        0.0        0.0
      SWCH         29       1991          1       25.1    35325.2
      SWCH         29       1991          2        0.0        0.0
      SWCH         29       1991          3        0.0        0.0
      SWCH         29       1991          4        0.0        0.0
      SWCH         29       1991          5        0.0        0.0
      SWCH         29       1991          6        0.0        0.0
      SWCH         29       1991          7        0.0        0.0
      SWCH         29       1991          8        0.0        0.0
      SWCH         29       1991          9        0.0        0.0
      SWCH         29       1991         10        0.0        0.0
      SWCH         29       1992          1       25.4    37690.4
      SWCH         29       1992          2        0.0        0.0
      SWCH         29       1992          3        0.0        0.0
      SWCH         29       1992          4        0.0        0.0
      SWCH         29       1992          5        0.0        0.0
      SWCH         29       1992          6        0.0        0.0
      SWCH         29       1992          7        0.0        0.0
      SWCH         29       1992          8        0.0        0.0
      SWCH         29       1992          9        0.0        0.0
      SWCH         29       1992         10        0.0        0.0
      SWCH         29       1993          1       25.4    37593.7
      SWCH         29       1993          2        0.0        0.0
      SWCH         29       1993          3        0.0        0.0
      SWCH         29       1993          4        0.0        0.0
      SWCH         29       1993          5        0.0        0.0
      SWCH         29       1993          6        0.0        0.0
      SWCH         29       1993          7        0.0        0.0
      SWCH         29       1993          8        0.0        0.0
      SWCH         29       1993          9        0.0        0.0
      SWCH         29       1993         10        0.0        0.0
      SWCH         29       1994          1       25.3    37673.2
      SWCH         29       1994          2        0.0        0.0
      SWCH         29       1994          3        0.0        0.0
      SWCH         29       1994          4        0.0        0.0
      SWCH         29       1994          5        0.0        0.0
      SWCH         29       1994          6        0.0        0.0
      SWCH         29       1994          7        0.0        0.0
      SWCH         29       1994          8        0.0        0.0
      SWCH         29       1994          9        0.0        0.0
      SWCH         29       1994         10        0.0        0.0
      SWCH         29       1995          1       25.3    37689.0
      SWCH         29       1995          2        0.0        0.0
      SWCH         29       1995          3        0.0        0.0
      SWCH         29       1995          4        0.0        0.0
      SWCH         29       1995          5        0.0        0.0
      SWCH         29       1995          6        0.0        0.0
      SWCH         29       1995          7        0.0        0.0
      SWCH         29       1995          8        0.0        0.0
      SWCH         29       1995          9        0.0        0.0
      SWCH         29       1995         10        0.0        0.0
      SWCH         29       1996          1       23.0    33465.2
      SWCH         29       1996          2        0.0        0.0
      SWCH         29       1996          3        0.0        0.0
      SWCH         29       1996          4        0.0        0.0
      SWCH         29       1996          5        0.0        0.0
      SWCH         29       1996          6        0.0        0.0
      SWCH         29       1996          7        0.0        0.0
      SWCH         29       1996          8        0.0        0.0
      SWCH         29       1996          9        0.0        0.0
      SWCH         29       1996         10        0.0        0.0
      SWCH         29       1997          1       23.0    33473.2
      SWCH         29       1997          2        0.0        0.0
      SWCH         29       1997          3        0.0        0.0
      SWCH         29       1997          4        0.0        0.0
      SWCH         29       1997          5        0.0        0.0
      SWCH         29       1997          6        0.0        0.0
      SWCH         29       1997          7        0.0        0.0
      SWCH         29       1997          8        0.0        0.0
      SWCH         29       1997          9        0.0        0.0
      SWCH         29       1997         10        0.0        0.0
      SWCH         29       1998          1       23.0    33476.9
      SWCH         29       1998          2        0.0        0.0
      SWCH         29       1998          3        0.0        0.0
      SWCH         29       1998          4        0.0        0.0
      SWCH         29       1998          5        0.0        0.0
      SWCH         29       1998          6        0.0        0.0
      SWCH         29       1998          7        0.0        0.0
      SWCH         29       1998          8        0.0        0.0
      SWCH         29       1998          9        0.0        0.0
      SWCH         29       1998         10        0.0        0.0
      SWCH         29       1999          1       23.3    33357.8
      SWCH         29       1999          2        0.0        0.0
      SWCH         29       1999          3        0.0        0.0
      SWCH         29       1999          4        0.0        0.0
      SWCH         29       1999          5        0.0        0.0
      SWCH         29       1999          6        0.0        0.0
      SWCH         29       1999          7        0.0        0.0
      SWCH         29       1999          8        0.0        0.0
      SWCH         29       1999          9        0.0        0.0
      SWCH         29       1999         10        0.0        0.0
      SWCH         29       2000          1       27.3    41718.5
      SWCH         29       2000          2        0.0        0.0
      SWCH         29       2000          3        0.0        0.0
      SWCH         29       2000          4        0.0        0.0
      SWCH         29       2000          5        0.0        0.0
      SWCH         29       2000          6        0.0        0.0
      SWCH         29       2000          7        0.0        0.0
      SWCH         29       2000          8        0.0        0.0
      SWCH         29       2000          9        0.0        0.0
      SWCH         29       2000         10        0.0        0.0
      SWCH         29       2001          1       27.1    41817.0
      SWCH         29       2001          2        0.0        0.0
      SWCH         29       2001          3        0.0        0.0
      SWCH         29       2001          4        0.0        0.0
      SWCH         29       2001          5        0.0        0.0
      SWCH         29       2001          6        0.0        0.0
      SWCH         29       2001          7        0.0        0.0
      SWCH         29       2001          8        0.0        0.0
      SWCH         29       2001          9        0.0        0.0
      SWCH         29       2001         10        0.0        0.0
      SWCH         29       2002          1       27.2    41798.1
      SWCH         29       2002          2        0.0        0.0
      SWCH         29       2002          3        0.0        0.0
      SWCH         29       2002          4        0.0        0.0
      SWCH         29       2002          5        0.0        0.0
      SWCH         29       2002          6        0.0        0.0
      SWCH         29       2002          7        0.0        0.0
      SWCH         29       2002          8        0.0        0.0
      SWCH         29       2002          9        0.0        0.0
      SWCH         29       2002         10        0.0        0.0
      SWCH         29       2003          1       27.1    41822.5
      SWCH         29       2003          2        0.0        0.0
      SWCH         29       2003          3        0.0        0.0
      SWCH         29       2003          4        0.0        0.0
      SWCH         29       2003          5        0.0        0.0
      SWCH         29       2003          6        0.0        0.0
      SWCH         29       2003          7        0.0        0.0
      SWCH         29       2003          8        0.0        0.0
      SWCH         29       2003          9        0.0        0.0
      SWCH         29       2003         10        0.0        0.0
      SWCH         33       2196          1       33.6    18942.9
      SWCH         33       2196          2        0.0        0.0
      SWCH         33       2196          3        0.0        0.0
      SWCH         33       2196          4        0.0        0.0
      SWCH         33       2196          5        0.0        0.0
      SWCH         33       2196          6        0.0        0.0
      SWCH         33       2196          7        0.0        0.0
      SWCH         33       2196          8        0.0        0.0
      SWCH         33       2196          9        0.0        0.0
      SWCH         33       2196         10        0.0        0.0
      SWCH         33       2197          1       33.3    18872.8
      SWCH         33       2197          2        0.0        0.0
      SWCH         33       2197          3        0.0        0.0
      SWCH         33       2197          4        0.0        0.0
      SWCH         33       2197          5        0.0        0.0
      SWCH         33       2197          6        0.0        0.0
      SWCH         33       2197          7        0.0        0.0
      SWCH         33       2197          8        0.0        0.0
      SWCH         33       2197          9        0.0        0.0
      SWCH         33       2197         10        0.0        0.0
      SWCH         33       2198          1       33.2    18848.3
      SWCH         33       2198          2        0.0        0.0
      SWCH         33       2198          3        0.0        0.0
      SWCH         33       2198          4        0.0        0.0
      SWCH         33       2198          5        0.0        0.0
      SWCH         33       2198          6        0.0        0.0
      SWCH         33       2198          7        0.0        0.0
      SWCH         33       2198          8        0.0        0.0
      SWCH         33       2198          9        0.0        0.0
      SWCH         33       2198         10        0.0        0.0
      SWCH         33       2199          1       38.1    19060.1
      SWCH         33       2199          2        0.0        0.0
      SWCH         33       2199          3        0.0        0.0
      SWCH         33       2199          4        0.0        0.0
      SWCH         33       2199          5        0.0        0.0
      SWCH         33       2199          6        0.0        0.0
      SWCH         33       2199          7        0.0        0.0
      SWCH         33       2199          8        0.0        0.0
      SWCH         33       2199          9        0.0        0.0
      SWCH         33       2199         10        0.0        0.0
      SWCH         33       2200          1       22.8    36919.2
      SWCH         33       2200          2        0.0        0.0
      SWCH         33       2200          3        0.0        0.0
      SWCH         33       2200          4        0.0        0.0
      SWCH         33       2200          5        0.0        0.0
      SWCH         33       2200          6        0.0        0.0
      SWCH         33       2200          7        0.0        0.0
      SWCH         33       2200          8        0.0        0.0
      SWCH         33       2200          9        0.0        0.0
      SWCH         33       2200         10        0.0        0.0
      SWCH         33       2201          1       23.4    36169.5
      SWCH         33       2201          2        0.0        0.0
      SWCH         33       2201          3        0.0        0.0
      SWCH         33       2201          4        0.0        0.0
      SWCH         33       2201          5        0.0        0.0
      SWCH         33       2201          6        0.0        0.0
      SWCH         33       2201          7        0.0        0.0
      SWCH         33       2201          8        0.0        0.0
      SWCH         33       2201          9        0.0        0.0
      SWCH         33       2201         10        0.0        0.0
      SWCH         33       2202          1       22.8    36868.6
      SWCH         33       2202          2        0.0        0.0
      SWCH         33       2202          3        0.0        0.0
      SWCH         33       2202          4        0.0        0.0
      SWCH         33       2202          5        0.0        0.0
      SWCH         33       2202          6        0.0        0.0
      SWCH         33       2202          7        0.0        0.0
      SWCH         33       2202          8        0.0        0.0
      SWCH         33       2202          9        0.0        0.0
      SWCH         33       2202         10        0.0        0.0
      SWCH         33       2203          1       22.9    36723.0
      SWCH         33       2203          2        0.0        0.0
      SWCH         33       2203          3        0.0        0.0
      SWCH         33       2203          4        0.0        0.0
      SWCH         33       2203          5        0.0        0.0
      SWCH         33       2203          6        0.0        0.0
      SWCH         33       2203          7        0.0        0.0
      SWCH         33       2203          8        0.0        0.0
      SWCH         33       2203          9        0.0        0.0
      SWCH         33       2203         10        0.0        0.0
      SWCH         33       2204          1       22.8    38953.9
      SWCH         33       2204          2        0.0        0.0
      SWCH         33       2204          3        0.0        0.0
      SWCH         33       2204          4        0.0        0.0
      SWCH         33       2204          5        0.0        0.0
      SWCH         33       2204          6        0.0        0.0
      SWCH         33       2204          7        0.0        0.0
      SWCH         33       2204          8        0.0        0.0
      SWCH         33       2204          9        0.0        0.0
      SWCH         33       2204         10        0.0        0.0
      SWCH         33       2205          1       22.6    39141.7
      SWCH         33       2205          2        0.0        0.0
      SWCH         33       2205          3        0.0        0.0
      SWCH         33       2205          4        0.0        0.0
      SWCH         33       2205          5        0.0        0.0
      SWCH         33       2205          6        0.0        0.0
      SWCH         33       2205          7        0.0        0.0
      SWCH         33       2205          8        0.0        0.0
      SWCH         33       2205          9        0.0        0.0
      SWCH         33       2205         10        0.0        0.0
      SWCH         33       2206          1       22.6    39095.5
      SWCH         33       2206          2        0.0        0.0
      SWCH         33       2206          3        0.0        0.0
      SWCH         33       2206          4        0.0        0.0
      SWCH         33       2206          5        0.0        0.0
      SWCH         33       2206          6        0.0        0.0
      SWCH         33       2206          7        0.0        0.0
      SWCH         33       2206          8        0.0        0.0
      SWCH         33       2206          9        0.0        0.0
      SWCH         33       2206         10        0.0        0.0
      SWCH         33       2207          1       23.4    38125.4
      SWCH         33       2207          2        0.0        0.0
      SWCH         33       2207          3        0.0        0.0
      SWCH         33       2207          4        0.0        0.0
      SWCH         33       2207          5        0.0        0.0
      SWCH         33       2207          6        0.0        0.0
      SWCH         33       2207          7        0.0        0.0
      SWCH         33       2207          8        0.0        0.0
      SWCH         33       2207          9        0.0        0.0
      SWCH         33       2207         10        0.0        0.0
      SWCH         34       2264          1       22.2    33737.9
      SWCH         34       2264          2        0.0        0.0
      SWCH         34       2264          3        0.0        0.0
      SWCH         34       2264          4        0.0        0.0
      SWCH         34       2264          5        0.0        0.0
      SWCH         34       2264          6        0.0        0.0
      SWCH         34       2264          7        0.0        0.0
      SWCH         34       2264          8        0.0        0.0
      SWCH         34       2264          9        0.0        0.0
      SWCH         34       2264         10        0.0        0.0
      SWCH         34       2265          1       22.0    33898.9
      SWCH         34       2265          2        0.0        0.0
      SWCH         34       2265          3        0.0        0.0
      SWCH         34       2265          4        0.0        0.0
      SWCH         34       2265          5        0.0        0.0
      SWCH         34       2265          6        0.0        0.0
      SWCH         34       2265          7        0.0        0.0
      SWCH         34       2265          8        0.0        0.0
      SWCH         34       2265          9        0.0        0.0
      SWCH         34       2265         10        0.0        0.0
      SWCH         34       2266          1       22.0    33848.1
      SWCH         34       2266          2        0.0        0.0
      SWCH         34       2266          3        0.0        0.0
      SWCH         34       2266          4        0.0        0.0
      SWCH         34       2266          5        0.0        0.0
      SWCH         34       2266          6        0.0        0.0
      SWCH         34       2266          7        0.0        0.0
      SWCH         34       2266          8        0.0        0.0
      SWCH         34       2266          9        0.0        0.0
      SWCH         34       2266         10        0.0        0.0
      SWCH         34       2267          1       22.7    33641.1
      SWCH         34       2267          2        0.0        0.0
      SWCH         34       2267          3        0.0        0.0
      SWCH         34       2267          4        0.0        0.0
      SWCH         34       2267          5        0.0        0.0
      SWCH         34       2267          6        0.0        0.0
      SWCH         34       2267          7        0.0        0.0
      SWCH         34       2267          8        0.0        0.0
      SWCH         34       2267          9        0.0        0.0
      SWCH         34       2267         10        0.0        0.0
      SWCH         34       2268          1       21.5    33597.3
      SWCH         34       2268          2        0.0        0.0
      SWCH         34       2268          3        0.0        0.0
      SWCH         34       2268          4        0.0        0.0
      SWCH         34       2268          5        0.0        0.0
      SWCH         34       2268          6        0.0        0.0
      SWCH         34       2268          7        0.0        0.0
      SWCH         34       2268          8        0.0        0.0
      SWCH         34       2268          9        0.0        0.0
      SWCH         34       2268         10        0.0        0.0
      SWCH         34       2269          1       24.6    30043.8
      SWCH         34       2269          2        0.0        0.0
      SWCH         34       2269          3        0.0        0.0
      SWCH         34       2269          4        0.0        0.0
      SWCH         34       2269          5        0.0        0.0
      SWCH         34       2269          6        0.0        0.0
      SWCH         34       2269          7        0.0        0.0
      SWCH         34       2269          8        0.0        0.0
      SWCH         34       2269          9        0.0        0.0
      SWCH         34       2269         10        0.0        0.0
      SWCH         34       2270          1       21.6    33360.5
      SWCH         34       2270          2        0.0        0.0
      SWCH         34       2270          3        0.0        0.0
      SWCH         34       2270          4        0.0        0.0
      SWCH         34       2270          5        0.0        0.0
      SWCH         34       2270          6        0.0        0.0
      SWCH         34       2270          7        0.0        0.0
      SWCH         34       2270          8        0.0        0.0
      SWCH         34       2270          9        0.0        0.0
      SWCH         34       2270         10        0.0        0.0
      SWCH         34       2271          1       21.5    33547.7
      SWCH         34       2271          2        0.0        0.0
      SWCH         34       2271          3        0.0        0.0
      SWCH         34       2271          4        0.0        0.0
      SWCH         34       2271          5        0.0        0.0
      SWCH         34       2271          6        0.0        0.0
      SWCH         34       2271          7        0.0        0.0
      SWCH         34       2271          8        0.0        0.0
      SWCH         34       2271          9        0.0        0.0
      SWCH         34       2271         10        0.0        0.0
      SWCH         34       2272          1      110.9    23858.8
      SWCH         34       2272          2        0.0        0.0
      SWCH         34       2272          3        0.0        0.0
      SWCH         34       2272          4        0.0        0.0
      SWCH         34       2272          5        0.0        0.0
      SWCH         34       2272          6        0.0        0.0
      SWCH         34       2272          7        0.0        0.0
      SWCH         34       2272          8        0.0        0.0
      SWCH         34       2272          9        0.0        0.0
      SWCH         34       2272         10        0.0        0.0
      SWCH         34       2273          1       16.5    26233.0
      SWCH         34       2273          2        0.0        0.0
      SWCH         34       2273          3        0.0        0.0
      SWCH         34       2273          4        0.0        0.0
      SWCH         34       2273          5        0.0        0.0
      SWCH         34       2273          6        0.0        0.0
      SWCH         34       2273          7        0.0        0.0
      SWCH         34       2273          8        0.0        0.0
      SWCH         34       2273          9        0.0        0.0
      SWCH         34       2273         10        0.0        0.0
      SWCH         34       2274          1       18.6    26137.5
      SWCH         34       2274          2        0.0        0.0
      SWCH         34       2274          3        0.0        0.0
      SWCH         34       2274          4        0.0        0.0
      SWCH         34       2274          5        0.0        0.0
      SWCH         34       2274          6        0.0        0.0
      SWCH         34       2274          7        0.0        0.0
      SWCH         34       2274          8        0.0        0.0
      SWCH         34       2274          9        0.0        0.0
      SWCH         34       2274         10        0.0        0.0
      SWCH         34       2275          1       17.1    26200.1
      SWCH         34       2275          2        0.0        0.0
      SWCH         34       2275          3        0.0        0.0
      SWCH         34       2275          4        0.0        0.0
      SWCH         34       2275          5        0.0        0.0
      SWCH         34       2275          6        0.0        0.0
      SWCH         34       2275          7        0.0        0.0
      SWCH         34       2275          8        0.0        0.0
      SWCH         34       2275          9        0.0        0.0
      SWCH         34       2275         10        0.0        0.0
      SWCH         35       2312          1       13.7    20552.8
      SWCH         35       2312          2        0.0        0.0
      SWCH         35       2312          3        0.0        0.0
      SWCH         35       2312          4        0.0        0.0
      SWCH         35       2312          5        0.0        0.0
      SWCH         35       2312          6        0.0        0.0
      SWCH         35       2312          7        0.0        0.0
      SWCH         35       2312          8        0.0        0.0
      SWCH         35       2312          9        0.0        0.0
      SWCH         35       2312         10        0.0        0.0
      SWCH         35       2313          1       13.7    20470.6
      SWCH         35       2313          2        0.0        0.0
      SWCH         35       2313          3        0.0        0.0
      SWCH         35       2313          4        0.0        0.0
      SWCH         35       2313          5        0.0        0.0
      SWCH         35       2313          6        0.0        0.0
      SWCH         35       2313          7        0.0        0.0
      SWCH         35       2313          8        0.0        0.0
      SWCH         35       2313          9        0.0        0.0
      SWCH         35       2313         10        0.0        0.0
      SWCH         35       2314          1       13.8    20645.8
      SWCH         35       2314          2        0.0        0.0
      SWCH         35       2314          3        0.0        0.0
      SWCH         35       2314          4        0.0        0.0
      SWCH         35       2314          5        0.0        0.0
      SWCH         35       2314          6        0.0        0.0
