      CROP        SUB        HRU       YEAR      YIELD    BIOMASS
      SWCH         18       1112          6        0.0        0.0
      SWCH         18       1112          7        0.0        0.0
      SWCH         18       1112          8        0.0        0.0
      SWCH         18       1112          9        0.0        0.0
      SWCH         18       1112         10        0.0        0.0
      SWCH         18       1113          1       12.6    12922.7
      SWCH         18       1113          2        0.0        0.0
      SWCH         18       1113          3        0.0        0.0
      SWCH         18       1113          4        0.0        0.0
      SWCH         18       1113          5        0.0        0.0
      SWCH         18       1113          6        0.0        0.0
      SWCH         18       1113          7        0.0        0.0
      SWCH         18       1113          8        0.0        0.0
      SWCH         18       1113          9        0.0        0.0
      SWCH         18       1113         10        0.0        0.0
      SWCH         18       1114          1       12.6    12921.0
      SWCH         18       1114          2        0.0        0.0
      SWCH         18       1114          3        0.0        0.0
      SWCH         18       1114          4        0.0        0.0
      SWCH         18       1114          5        0.0        0.0
      SWCH         18       1114          6        0.0        0.0
      SWCH         18       1114          7        0.0        0.0
      SWCH         18       1114          8        0.0        0.0
      SWCH         18       1114          9        0.0        0.0
      SWCH         18       1114         10        0.0        0.0
      SWCH         18       1115          1       12.6    12920.9
      SWCH         18       1115          2        0.0        0.0
      SWCH         18       1115          3        0.0        0.0
      SWCH         18       1115          4        0.0        0.0
      SWCH         18       1115          5        0.0        0.0
      SWCH         18       1115          6        0.0        0.0
      SWCH         18       1115          7        0.0        0.0
      SWCH         18       1115          8        0.0        0.0
      SWCH         18       1115          9        0.0        0.0
      SWCH         18       1115         10        0.0        0.0
      SWCH         19       1164          1       13.6    36746.6
      SWCH         19       1164          2        0.0        0.0
      SWCH         19       1164          3        0.0        0.0
      SWCH         19       1164          4        0.0        0.0
      SWCH         19       1164          5        0.0        0.0
      SWCH         19       1164          6        0.0        0.0
      SWCH         19       1164          7        0.0        0.0
      SWCH         19       1164          8        0.0        0.0
      SWCH         19       1164          9        0.0        0.0
      SWCH         19       1164         10        0.0        0.0
      SWCH         19       1165          1       13.6    36728.1
      SWCH         19       1165          2        0.0        0.0
      SWCH         19       1165          3        0.0        0.0
      SWCH         19       1165          4        0.0        0.0
      SWCH         19       1165          5        0.0        0.0
      SWCH         19       1165          6        0.0        0.0
      SWCH         19       1165          7        0.0        0.0
      SWCH         19       1165          8        0.0        0.0
      SWCH         19       1165          9        0.0        0.0
      SWCH         19       1165         10        0.0        0.0
      SWCH         19       1166          1       13.4    36341.0
      SWCH         19       1166          2        0.0        0.0
      SWCH         19       1166          3        0.0        0.0
      SWCH         19       1166          4        0.0        0.0
      SWCH         19       1166          5        0.0        0.0
      SWCH         19       1166          6        0.0        0.0
      SWCH         19       1166          7        0.0        0.0
      SWCH         19       1166          8        0.0        0.0
      SWCH         19       1166          9        0.0        0.0
      SWCH         19       1166         10        0.0        0.0
      SWCH         19       1167          1       13.6    36737.0
      SWCH         19       1167          2        0.0        0.0
      SWCH         19       1167          3        0.0        0.0
      SWCH         19       1167          4        0.0        0.0
      SWCH         19       1167          5        0.0        0.0
      SWCH         19       1167          6        0.0        0.0
      SWCH         19       1167          7        0.0        0.0
      SWCH         19       1167          8        0.0        0.0
      SWCH         19       1167          9        0.0        0.0
      SWCH         19       1167         10        0.0        0.0
      SWCH         19       1168          1        8.5    17117.6
      SWCH         19       1168          2        0.0        0.0
      SWCH         19       1168          3        0.0        0.0
      SWCH         19       1168          4        0.0        0.0
      SWCH         19       1168          5        0.0        0.0
      SWCH         19       1168          6        0.0        0.0
      SWCH         19       1168          7        0.0        0.0
      SWCH         19       1168          8        0.0        0.0
      SWCH         19       1168          9        0.0        0.0
      SWCH         19       1168         10        0.0        0.0
      SWCH         19       1169          1        8.7    17189.9
      SWCH         19       1169          2        0.0        0.0
      SWCH         19       1169          3        0.0        0.0
      SWCH         19       1169          4        0.0        0.0
      SWCH         19       1169          5        0.0        0.0
      SWCH         19       1169          6        0.0        0.0
      SWCH         19       1169          7        0.0        0.0
      SWCH         19       1169          8        0.0        0.0
      SWCH         19       1169          9        0.0        0.0
      SWCH         19       1169         10        0.0        0.0
      SWCH         19       1170          1        8.5    17114.4
      SWCH         19       1170          2        0.0        0.0
      SWCH         19       1170          3        0.0        0.0
      SWCH         19       1170          4        0.0        0.0
      SWCH         19       1170          5        0.0        0.0
      SWCH         19       1170          6        0.0        0.0
      SWCH         19       1170          7        0.0        0.0
      SWCH         19       1170          8        0.0        0.0
      SWCH         19       1170          9        0.0        0.0
      SWCH         19       1170         10        0.0        0.0
      SWCH         19       1171          1        8.5    17113.4
      SWCH         19       1171          2        0.0        0.0
      SWCH         19       1171          3        0.0        0.0
      SWCH         19       1171          4        0.0        0.0
      SWCH         19       1171          5        0.0        0.0
      SWCH         19       1171          6        0.0        0.0
      SWCH         19       1171          7        0.0        0.0
      SWCH         19       1171          8        0.0        0.0
      SWCH         19       1171          9        0.0        0.0
      SWCH         19       1171         10        0.0        0.0
      SWCH         19       1172          1        9.3    26179.0
      SWCH         19       1172          2        0.0        0.0
      SWCH         19       1172          3        0.0        0.0
      SWCH         19       1172          4        0.0        0.0
      SWCH         19       1172          5        0.0        0.0
      SWCH         19       1172          6        0.0        0.0
      SWCH         19       1172          7        0.0        0.0
      SWCH         19       1172          8        0.0        0.0
      SWCH         19       1172          9        0.0        0.0
      SWCH         19       1172         10        0.0        0.0
      SWCH         19       1173          1        9.3    26183.8
      SWCH         19       1173          2        0.0        0.0
      SWCH         19       1173          3        0.0        0.0
      SWCH         19       1173          4        0.0        0.0
      SWCH         19       1173          5        0.0        0.0
      SWCH         19       1173          6        0.0        0.0
      SWCH         19       1173          7        0.0        0.0
      SWCH         19       1173          8        0.0        0.0
      SWCH         19       1173          9        0.0        0.0
      SWCH         19       1173         10        0.0        0.0
      SWCH         19       1174          1        9.3    26179.9
      SWCH         19       1174          2        0.0        0.0
      SWCH         19       1174          3        0.0        0.0
      SWCH         19       1174          4        0.0        0.0
      SWCH         19       1174          5        0.0        0.0
      SWCH         19       1174          6        0.0        0.0
      SWCH         19       1174          7        0.0        0.0
      SWCH         19       1174          8        0.0        0.0
      SWCH         19       1174          9        0.0        0.0
      SWCH         19       1174         10        0.0        0.0
      SWCH         19       1175          1        9.3    26175.7
      SWCH         19       1175          2        0.0        0.0
      SWCH         19       1175          3        0.0        0.0
      SWCH         19       1175          4        0.0        0.0
      SWCH         19       1175          5        0.0        0.0
      SWCH         19       1175          6        0.0        0.0
      SWCH         19       1175          7        0.0        0.0
      SWCH         19       1175          8        0.0        0.0
      SWCH         19       1175          9        0.0        0.0
      SWCH         19       1175         10        0.0        0.0
      SWCH         19       1176          1        8.2    23683.7
      SWCH         19       1176          2        0.0        0.0
      SWCH         19       1176          3        0.0        0.0
      SWCH         19       1176          4        0.0        0.0
      SWCH         19       1176          5        0.0        0.0
      SWCH         19       1176          6        0.0        0.0
      SWCH         19       1176          7        0.0        0.0
      SWCH         19       1176          8        0.0        0.0
      SWCH         19       1176          9        0.0        0.0
      SWCH         19       1176         10        0.0        0.0
      SWCH         19       1177          1        8.0    22910.8
      SWCH         19       1177          2        0.0        0.0
      SWCH         19       1177          3        0.0        0.0
      SWCH         19       1177          4        0.0        0.0
      SWCH         19       1177          5        0.0        0.0
      SWCH         19       1177          6        0.0        0.0
      SWCH         19       1177          7        0.0        0.0
      SWCH         19       1177          8        0.0        0.0
      SWCH         19       1177          9        0.0        0.0
      SWCH         19       1177         10        0.0        0.0
      SWCH         19       1178          1        8.0    22853.3
      SWCH         19       1178          2        0.0        0.0
      SWCH         19       1178          3        0.0        0.0
      SWCH         19       1178          4        0.0        0.0
      SWCH         19       1178          5        0.0        0.0
      SWCH         19       1178          6        0.0        0.0
      SWCH         19       1178          7        0.0        0.0
      SWCH         19       1178          8        0.0        0.0
      SWCH         19       1178          9        0.0        0.0
      SWCH         19       1178         10        0.0        0.0
      SWCH         19       1179          1        8.0    22866.9
      SWCH         19       1179          2        0.0        0.0
      SWCH         19       1179          3        0.0        0.0
      SWCH         19       1179          4        0.0        0.0
      SWCH         19       1179          5        0.0        0.0
      SWCH         19       1179          6        0.0        0.0
      SWCH         19       1179          7        0.0        0.0
      SWCH         19       1179          8        0.0        0.0
      SWCH         19       1179          9        0.0        0.0
      SWCH         19       1179         10        0.0        0.0
      SWCH         20       1276          1       13.6    36756.0
      SWCH         20       1276          2        0.0        0.0
      SWCH         20       1276          3        0.0        0.0
      SWCH         20       1276          4        0.0        0.0
      SWCH         20       1276          5        0.0        0.0
      SWCH         20       1276          6        0.0        0.0
      SWCH         20       1276          7        0.0        0.0
      SWCH         20       1276          8        0.0        0.0
      SWCH         20       1276          9        0.0        0.0
      SWCH         20       1276         10        0.0        0.0
      SWCH         20       1277          1       13.4    36380.0
      SWCH         20       1277          2        0.0        0.0
      SWCH         20       1277          3        0.0        0.0
      SWCH         20       1277          4        0.0        0.0
      SWCH         20       1277          5        0.0        0.0
      SWCH         20       1277          6        0.0        0.0
      SWCH         20       1277          7        0.0        0.0
      SWCH         20       1277          8        0.0        0.0
      SWCH         20       1277          9        0.0        0.0
      SWCH         20       1277         10        0.0        0.0
      SWCH         20       1278          1       13.6    36738.6
      SWCH         20       1278          2        0.0        0.0
      SWCH         20       1278          3        0.0        0.0
      SWCH         20       1278          4        0.0        0.0
      SWCH         20       1278          5        0.0        0.0
      SWCH         20       1278          6        0.0        0.0
      SWCH         20       1278          7        0.0        0.0
      SWCH         20       1278          8        0.0        0.0
      SWCH         20       1278          9        0.0        0.0
      SWCH         20       1278         10        0.0        0.0
      SWCH         20       1279          1       13.6    36752.5
      SWCH         20       1279          2        0.0        0.0
      SWCH         20       1279          3        0.0        0.0
      SWCH         20       1279          4        0.0        0.0
      SWCH         20       1279          5        0.0        0.0
      SWCH         20       1279          6        0.0        0.0
      SWCH         20       1279          7        0.0        0.0
      SWCH         20       1279          8        0.0        0.0
      SWCH         20       1279          9        0.0        0.0
      SWCH         20       1279         10        0.0        0.0
      SWCH         20       1280          1        9.3    26197.3
      SWCH         20       1280          2        0.0        0.0
      SWCH         20       1280          3        0.0        0.0
      SWCH         20       1280          4        0.0        0.0
      SWCH         20       1280          5        0.0        0.0
      SWCH         20       1280          6        0.0        0.0
      SWCH         20       1280          7        0.0        0.0
      SWCH         20       1280          8        0.0        0.0
      SWCH         20       1280          9        0.0        0.0
      SWCH         20       1280         10        0.0        0.0
      SWCH         20       1281          1        9.3    26193.3
      SWCH         20       1281          2        0.0        0.0
      SWCH         20       1281          3        0.0        0.0
      SWCH         20       1281          4        0.0        0.0
      SWCH         20       1281          5        0.0        0.0
      SWCH         20       1281          6        0.0        0.0
      SWCH         20       1281          7        0.0        0.0
      SWCH         20       1281          8        0.0        0.0
      SWCH         20       1281          9        0.0        0.0
      SWCH         20       1281         10        0.0        0.0
      SWCH         20       1282          1        9.3    26189.4
      SWCH         20       1282          2        0.0        0.0
      SWCH         20       1282          3        0.0        0.0
      SWCH         20       1282          4        0.0        0.0
      SWCH         20       1282          5        0.0        0.0
      SWCH         20       1282          6        0.0        0.0
      SWCH         20       1282          7        0.0        0.0
      SWCH         20       1282          8        0.0        0.0
      SWCH         20       1282          9        0.0        0.0
      SWCH         20       1282         10        0.0        0.0
      SWCH         20       1283          1        9.3    26193.0
      SWCH         20       1283          2        0.0        0.0
      SWCH         20       1283          3        0.0        0.0
      SWCH         20       1283          4        0.0        0.0
      SWCH         20       1283          5        0.0        0.0
      SWCH         20       1283          6        0.0        0.0
      SWCH         20       1283          7        0.0        0.0
      SWCH         20       1283          8        0.0        0.0
      SWCH         20       1283          9        0.0        0.0
      SWCH         20       1283         10        0.0        0.0
      SWCH         20       1284          1        8.1    23248.1
      SWCH         20       1284          2        0.0        0.0
      SWCH         20       1284          3        0.0        0.0
      SWCH         20       1284          4        0.0        0.0
      SWCH         20       1284          5        0.0        0.0
      SWCH         20       1284          6        0.0        0.0
      SWCH         20       1284          7        0.0        0.0
      SWCH         20       1284          8        0.0        0.0
      SWCH         20       1284          9        0.0        0.0
      SWCH         20       1284         10        0.0        0.0
      SWCH         20       1285          1        8.0    22895.7
      SWCH         20       1285          2        0.0        0.0
      SWCH         20       1285          3        0.0        0.0
      SWCH         20       1285          4        0.0        0.0
      SWCH         20       1285          5        0.0        0.0
      SWCH         20       1285          6        0.0        0.0
      SWCH         20       1285          7        0.0        0.0
      SWCH         20       1285          8        0.0        0.0
      SWCH         20       1285          9        0.0        0.0
      SWCH         20       1285         10        0.0        0.0
      SWCH         20       1286          1        8.0    22884.7
      SWCH         20       1286          2        0.0        0.0
      SWCH         20       1286          3        0.0        0.0
      SWCH         20       1286          4        0.0        0.0
      SWCH         20       1286          5        0.0        0.0
      SWCH         20       1286          6        0.0        0.0
      SWCH         20       1286          7        0.0        0.0
      SWCH         20       1286          8        0.0        0.0
      SWCH         20       1286          9        0.0        0.0
      SWCH         20       1286         10        0.0        0.0
      SWCH         20       1287          1        8.0    22944.2
      SWCH         20       1287          2        0.0        0.0
      SWCH         20       1287          3        0.0        0.0
      SWCH         20       1287          4        0.0        0.0
      SWCH         20       1287          5        0.0        0.0
      SWCH         20       1287          6        0.0        0.0
      SWCH         20       1287          7        0.0        0.0
      SWCH         20       1287          8        0.0        0.0
      SWCH         20       1287          9        0.0        0.0
      SWCH         20       1287         10        0.0        0.0
      SWCH         21       1376          1       19.0    17814.8
      SWCH         21       1376          2        0.0        0.0
      SWCH         21       1376          3        0.0        0.0
      SWCH         21       1376          4        0.0        0.0
      SWCH         21       1376          5        0.0        0.0
      SWCH         21       1376          6        0.0        0.0
      SWCH         21       1376          7        0.0        0.0
      SWCH         21       1376          8        0.0        0.0
      SWCH         21       1376          9        0.0        0.0
      SWCH         21       1376         10        0.0        0.0
      SWCH         21       1377          1       19.2    17999.3
      SWCH         21       1377          2        0.0        0.0
      SWCH         21       1377          3        0.0        0.0
      SWCH         21       1377          4        0.0        0.0
      SWCH         21       1377          5        0.0        0.0
      SWCH         21       1377          6        0.0        0.0
      SWCH         21       1377          7        0.0        0.0
      SWCH         21       1377          8        0.0        0.0
      SWCH         21       1377          9        0.0        0.0
      SWCH         21       1377         10        0.0        0.0
      SWCH         21       1378          1       19.0    17777.7
      SWCH         21       1378          2        0.0        0.0
      SWCH         21       1378          3        0.0        0.0
      SWCH         21       1378          4        0.0        0.0
      SWCH         21       1378          5        0.0        0.0
      SWCH         21       1378          6        0.0        0.0
      SWCH         21       1378          7        0.0        0.0
      SWCH         21       1378          8        0.0        0.0
      SWCH         21       1378          9        0.0        0.0
      SWCH         21       1378         10        0.0        0.0
      SWCH         21       1379          1       19.0    17768.3
      SWCH         21       1379          2        0.0        0.0
      SWCH         21       1379          3        0.0        0.0
      SWCH         21       1379          4        0.0        0.0
      SWCH         21       1379          5        0.0        0.0
      SWCH         21       1379          6        0.0        0.0
      SWCH         21       1379          7        0.0        0.0
      SWCH         21       1379          8        0.0        0.0
      SWCH         21       1379          9        0.0        0.0
      SWCH         21       1379         10        0.0        0.0
      SWCH         22       1436          1        7.8    17788.3
      SWCH         22       1436          2        0.0        0.0
      SWCH         22       1436          3        0.0        0.0
      SWCH         22       1436          4        0.0        0.0
      SWCH         22       1436          5        0.0        0.0
      SWCH         22       1436          6        0.0        0.0
      SWCH         22       1436          7        0.0        0.0
      SWCH         22       1436          8        0.0        0.0
      SWCH         22       1436          9        0.0        0.0
      SWCH         22       1436         10        0.0        0.0
      SWCH         22       1437          1        7.9    17859.5
      SWCH         22       1437          2        0.0        0.0
      SWCH         22       1437          3        0.0        0.0
      SWCH         22       1437          4        0.0        0.0
      SWCH         22       1437          5        0.0        0.0
      SWCH         22       1437          6        0.0        0.0
      SWCH         22       1437          7        0.0        0.0
      SWCH         22       1437          8        0.0        0.0
      SWCH         22       1437          9        0.0        0.0
      SWCH         22       1437         10        0.0        0.0
      SWCH         22       1438          1        7.8    17784.0
      SWCH         22       1438          2        0.0        0.0
      SWCH         22       1438          3        0.0        0.0
      SWCH         22       1438          4        0.0        0.0
      SWCH         22       1438          5        0.0        0.0
      SWCH         22       1438          6        0.0        0.0
      SWCH         22       1438          7        0.0        0.0
      SWCH         22       1438          8        0.0        0.0
      SWCH         22       1438          9        0.0        0.0
      SWCH         22       1438         10        0.0        0.0
      SWCH         22       1439          1        7.8    17784.9
      SWCH         22       1439          2        0.0        0.0
      SWCH         22       1439          3        0.0        0.0
      SWCH         22       1439          4        0.0        0.0
      SWCH         22       1439          5        0.0        0.0
      SWCH         22       1439          6        0.0        0.0
      SWCH         22       1439          7        0.0        0.0
      SWCH         22       1439          8        0.0        0.0
      SWCH         22       1439          9        0.0        0.0
      SWCH         22       1439         10        0.0        0.0
      SWCH         22       1440          1        8.9    26592.9
      SWCH         22       1440          2        0.0        0.0
      SWCH         22       1440          3        0.0        0.0
      SWCH         22       1440          4        0.0        0.0
      SWCH         22       1440          5        0.0        0.0
      SWCH         22       1440          6        0.0        0.0
      SWCH         22       1440          7        0.0        0.0
      SWCH         22       1440          8        0.0        0.0
      SWCH         22       1440          9        0.0        0.0
      SWCH         22       1440         10        0.0        0.0
      SWCH         22       1441          1        8.9    26598.0
      SWCH         22       1441          2        0.0        0.0
      SWCH         22       1441          3        0.0        0.0
      SWCH         22       1441          4        0.0        0.0
      SWCH         22       1441          5        0.0        0.0
      SWCH         22       1441          6        0.0        0.0
      SWCH         22       1441          7        0.0        0.0
      SWCH         22       1441          8        0.0        0.0
      SWCH         22       1441          9        0.0        0.0
      SWCH         22       1441         10        0.0        0.0
      SWCH         22       1442          1        8.9    26588.8
      SWCH         22       1442          2        0.0        0.0
      SWCH         22       1442          3        0.0        0.0
      SWCH         22       1442          4        0.0        0.0
      SWCH         22       1442          5        0.0        0.0
      SWCH         22       1442          6        0.0        0.0
      SWCH         22       1442          7        0.0        0.0
      SWCH         22       1442          8        0.0        0.0
      SWCH         22       1442          9        0.0        0.0
      SWCH         22       1442         10        0.0        0.0
      SWCH         22       1443          1        8.9    26594.7
      SWCH         22       1443          2        0.0        0.0
      SWCH         22       1443          3        0.0        0.0
      SWCH         22       1443          4        0.0        0.0
      SWCH         22       1443          5        0.0        0.0
      SWCH         22       1443          6        0.0        0.0
      SWCH         22       1443          7        0.0        0.0
      SWCH         22       1443          8        0.0        0.0
      SWCH         22       1443          9        0.0        0.0
      SWCH         22       1443         10        0.0        0.0
      SWCH         22       1444          1        8.0    23856.6
      SWCH         22       1444          2        0.0        0.0
      SWCH         22       1444          3        0.0        0.0
      SWCH         22       1444          4        0.0        0.0
      SWCH         22       1444          5        0.0        0.0
      SWCH         22       1444          6        0.0        0.0
      SWCH         22       1444          7        0.0        0.0
      SWCH         22       1444          8        0.0        0.0
      SWCH         22       1444          9        0.0        0.0
      SWCH         22       1444         10        0.0        0.0
      SWCH         22       1445          1        8.0    23872.3
      SWCH         22       1445          2        0.0        0.0
      SWCH         22       1445          3        0.0        0.0
      SWCH         22       1445          4        0.0        0.0
      SWCH         22       1445          5        0.0        0.0
      SWCH         22       1445          6        0.0        0.0
      SWCH         22       1445          7        0.0        0.0
      SWCH         22       1445          8        0.0        0.0
      SWCH         22       1445          9        0.0        0.0
      SWCH         22       1445         10        0.0        0.0
      SWCH         22       1446          1        8.1    24178.7
      SWCH         22       1446          2        0.0        0.0
      SWCH         22       1446          3        0.0        0.0
      SWCH         22       1446          4        0.0        0.0
      SWCH         22       1446          5        0.0        0.0
      SWCH         22       1446          6        0.0        0.0
      SWCH         22       1446          7        0.0        0.0
      SWCH         22       1446          8        0.0        0.0
      SWCH         22       1446          9        0.0        0.0
      SWCH         22       1446         10        0.0        0.0
      SWCH         22       1447          1        8.0    23924.3
      SWCH         22       1447          2        0.0        0.0
      SWCH         22       1447          3        0.0        0.0
      SWCH         22       1447          4        0.0        0.0
      SWCH         22       1447          5        0.0        0.0
      SWCH         22       1447          6        0.0        0.0
      SWCH         22       1447          7        0.0        0.0
      SWCH         22       1447          8        0.0        0.0
      SWCH         22       1447          9        0.0        0.0
      SWCH         22       1447         10        0.0        0.0
      SWCH         24       1580          1       27.8    24502.2
      SWCH         24       1580          2        0.0        0.0
      SWCH         24       1580          3        0.0        0.0
      SWCH         24       1580          4        0.0        0.0
      SWCH         24       1580          5        0.0        0.0
      SWCH         24       1580          6        0.0        0.0
      SWCH         24       1580          7        0.0        0.0
      SWCH         24       1580          8        0.0        0.0
      SWCH         24       1580          9        0.0        0.0
      SWCH         24       1580         10        0.0        0.0
      SWCH         24       1581          1       27.8    24498.3
      SWCH         24       1581          2        0.0        0.0
      SWCH         24       1581          3        0.0        0.0
      SWCH         24       1581          4        0.0        0.0
      SWCH         24       1581          5        0.0        0.0
      SWCH         24       1581          6        0.0        0.0
      SWCH         24       1581          7        0.0        0.0
      SWCH         24       1581          8        0.0        0.0
      SWCH         24       1581          9        0.0        0.0
      SWCH         24       1581         10        0.0        0.0
      SWCH         24       1582          1       27.8    24523.6
      SWCH         24       1582          2        0.0        0.0
      SWCH         24       1582          3        0.0        0.0
      SWCH         24       1582          4        0.0        0.0
      SWCH         24       1582          5        0.0        0.0
      SWCH         24       1582          6        0.0        0.0
      SWCH         24       1582          7        0.0        0.0
      SWCH         24       1582          8        0.0        0.0
      SWCH         24       1582          9        0.0        0.0
      SWCH         24       1582         10        0.0        0.0
      SWCH         24       1583          1       28.1    24872.7
      SWCH         24       1583          2        0.0        0.0
      SWCH         24       1583          3        0.0        0.0
      SWCH         24       1583          4        0.0        0.0
      SWCH         24       1583          5        0.0        0.0
      SWCH         24       1583          6        0.0        0.0
      SWCH         24       1583          7        0.0        0.0
      SWCH         24       1583          8        0.0        0.0
      SWCH         24       1583          9        0.0        0.0
      SWCH         24       1583         10        0.0        0.0
      SWCH         24       1584          1       26.9    24218.7
      SWCH         24       1584          2        0.0        0.0
      SWCH         24       1584          3        0.0        0.0
      SWCH         24       1584          4        0.0        0.0
      SWCH         24       1584          5        0.0        0.0
      SWCH         24       1584          6        0.0        0.0
      SWCH         24       1584          7        0.0        0.0
      SWCH         24       1584          8        0.0        0.0
      SWCH         24       1584          9        0.0        0.0
      SWCH         24       1584         10        0.0        0.0
      SWCH         24       1585          1       26.9    24205.9
      SWCH         24       1585          2        0.0        0.0
      SWCH         24       1585          3        0.0        0.0
      SWCH         24       1585          4        0.0        0.0
      SWCH         24       1585          5        0.0        0.0
      SWCH         24       1585          6        0.0        0.0
      SWCH         24       1585          7        0.0        0.0
      SWCH         24       1585          8        0.0        0.0
      SWCH         24       1585          9        0.0        0.0
      SWCH         24       1585         10        0.0        0.0
      SWCH         24       1586          1       27.0    24277.0
      SWCH         24       1586          2        0.0        0.0
      SWCH         24       1586          3        0.0        0.0
      SWCH         24       1586          4        0.0        0.0
      SWCH         24       1586          5        0.0        0.0
      SWCH         24       1586          6        0.0        0.0
      SWCH         24       1586          7        0.0        0.0
      SWCH         24       1586          8        0.0        0.0
      SWCH         24       1586          9        0.0        0.0
      SWCH         24       1586         10        0.0        0.0
      SWCH         24       1587          1       26.9    24202.2
      SWCH         24       1587          2        0.0        0.0
      SWCH         24       1587          3        0.0        0.0
      SWCH         24       1587          4        0.0        0.0
      SWCH         24       1587          5        0.0        0.0
      SWCH         24       1587          6        0.0        0.0
      SWCH         24       1587          7        0.0        0.0
      SWCH         24       1587          8        0.0        0.0
      SWCH         24       1587          9        0.0        0.0
      SWCH         24       1587         10        0.0        0.0
      SWCH         24       1588          1       27.0    13736.9
      SWCH         24       1588          2        0.0        0.0
      SWCH         24       1588          3        0.0        0.0
      SWCH         24       1588          4        0.0        0.0
      SWCH         24       1588          5        0.0        0.0
      SWCH         24       1588          6        0.0        0.0
      SWCH         24       1588          7        0.0        0.0
      SWCH         24       1588          8        0.0        0.0
      SWCH         24       1588          9        0.0        0.0
      SWCH         24       1588         10        0.0        0.0
      SWCH         24       1589          1       26.9    13706.4
      SWCH         24       1589          2        0.0        0.0
      SWCH         24       1589          3        0.0        0.0
      SWCH         24       1589          4        0.0        0.0
      SWCH         24       1589          5        0.0        0.0
      SWCH         24       1589          6        0.0        0.0
      SWCH         24       1589          7        0.0        0.0
      SWCH         24       1589          8        0.0        0.0
      SWCH         24       1589          9        0.0        0.0
      SWCH         24       1589         10        0.0        0.0
      SWCH         24       1590          1       26.9    13694.8
      SWCH         24       1590          2        0.0        0.0
      SWCH         24       1590          3        0.0        0.0
      SWCH         24       1590          4        0.0        0.0
      SWCH         24       1590          5        0.0        0.0
      SWCH         24       1590          6        0.0        0.0
      SWCH         24       1590          7        0.0        0.0
      SWCH         24       1590          8        0.0        0.0
      SWCH         24       1590          9        0.0        0.0
      SWCH         24       1590         10        0.0        0.0
      SWCH         24       1591          1       26.9    13697.4
      SWCH         24       1591          2        0.0        0.0
      SWCH         24       1591          3        0.0        0.0
      SWCH         24       1591          4        0.0        0.0
      SWCH         24       1591          5        0.0        0.0
      SWCH         24       1591          6        0.0        0.0
      SWCH         24       1591          7        0.0        0.0
      SWCH         24       1591          8        0.0        0.0
      SWCH         24       1591          9        0.0        0.0
      SWCH         24       1591         10        0.0        0.0
      SWCH         24       1592          1       28.2    11042.7
      SWCH         24       1592          2        0.0        0.0
      SWCH         24       1592          3        0.0        0.0
      SWCH         24       1592          4        0.0        0.0
      SWCH         24       1592          5        0.0        0.0
      SWCH         24       1592          6        0.0        0.0
      SWCH         24       1592          7        0.0        0.0
      SWCH         24       1592          8        0.0        0.0
      SWCH         24       1592          9        0.0        0.0
      SWCH         24       1592         10        0.0        0.0
      SWCH         24       1593          1       28.0    10929.3
      SWCH         24       1593          2        0.0        0.0
      SWCH         24       1593          3        0.0        0.0
      SWCH         24       1593          4        0.0        0.0
      SWCH         24       1593          5        0.0        0.0
      SWCH         24       1593          6        0.0        0.0
      SWCH         24       1593          7        0.0        0.0
      SWCH         24       1593          8        0.0        0.0
      SWCH         24       1593          9        0.0        0.0
      SWCH         24       1593         10        0.0        0.0
      SWCH         24       1594          1       28.1    10946.5
      SWCH         24       1594          2        0.0        0.0
      SWCH         24       1594          3        0.0        0.0
      SWCH         24       1594          4        0.0        0.0
      SWCH         24       1594          5        0.0        0.0
      SWCH         24       1594          6        0.0        0.0
      SWCH         24       1594          7        0.0        0.0
      SWCH         24       1594          8        0.0        0.0
      SWCH         24       1594          9        0.0        0.0
      SWCH         24       1594         10        0.0        0.0
      SWCH         24       1595          1       28.0    10924.4
      SWCH         24       1595          2        0.0        0.0
      SWCH         24       1595          3        0.0        0.0
      SWCH         24       1595          4        0.0        0.0
      SWCH         24       1595          5        0.0        0.0
      SWCH         24       1595          6        0.0        0.0
      SWCH         24       1595          7        0.0        0.0
      SWCH         24       1595          8        0.0        0.0
      SWCH         24       1595          9        0.0        0.0
      SWCH         24       1595         10        0.0        0.0
      SWCH         25       1688          1       23.6    34110.9
      SWCH         25       1688          2        0.0        0.0
      SWCH         25       1688          3        0.0        0.0
      SWCH         25       1688          4        0.0        0.0
      SWCH         25       1688          5        0.0        0.0
      SWCH         25       1688          6        0.0        0.0
      SWCH         25       1688          7        0.0        0.0
      SWCH         25       1688          8        0.0        0.0
      SWCH         25       1688          9        0.0        0.0
      SWCH         25       1688         10        0.0        0.0
      SWCH         25       1689          1       23.7    34207.5
      SWCH         25       1689          2        0.0        0.0
      SWCH         25       1689          3        0.0        0.0
      SWCH         25       1689          4        0.0        0.0
      SWCH         25       1689          5        0.0        0.0
      SWCH         25       1689          6        0.0        0.0
      SWCH         25       1689          7        0.0        0.0
      SWCH         25       1689          8        0.0        0.0
      SWCH         25       1689          9        0.0        0.0
      SWCH         25       1689         10        0.0        0.0
      SWCH         25       1690          1       23.6    34128.9
      SWCH         25       1690          2        0.0        0.0
      SWCH         25       1690          3        0.0        0.0
      SWCH         25       1690          4        0.0        0.0
      SWCH         25       1690          5        0.0        0.0
      SWCH         25       1690          6        0.0        0.0
      SWCH         25       1690          7        0.0        0.0
